,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
347,,,,,,,,,
348,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
349,art_daily_flatmiddle.csv,0.0,KMeans,0.02,1,KMeans,0.57142857,1.0,0.6000000000000001
350,,,,,,,,,
351,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
352,art_daily_flatmiddle.csv,0.0,KMeans,0.02,1,KMeans,0.57142857,1.0,0.7000000000000001
353,,,,,,,,,
354,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
355,art_daily_flatmiddle.csv,0.0,KMeans,0.02,1,KMeans,0.57142857,1.0,0.8
356,,,,,,,,,
357,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
358,art_daily_flatmiddle.csv,0.0,KMeans,0.02,1,KMeans,0.57142857,1.0,0.9
359,,,,,,,,,
360,ec2_cpu_utilization_5f5533.csv,0,KMeans,0.57142857,0,KMeans,0.57142857,1,
361,art_daily_flatmiddle.csv,0.0,KMeans,0.02,1,KMeans,0.57142857,1.0,1.0
362,,,,,,,,,
363,art_daily_flatmiddle.csv,0,KMeans,0.02,0,KMeans,0.02,1,
364,grok_asg_anomaly.csv,0.0,KMeans,0.5,1,KMeans,0.02,1.0,0.0
365,,,,,,,,,
366,art_daily_flatmiddle.csv,0,KMeans,0.02,0,KMeans,0.02,1,
367,ec2_disk_write_bytes_c0d644.csv,0.0,Linear,0.5,1,Linear,0.0,0.98,0.1
368,,,,,,,,,
369,art_daily_flatmiddle.csv,0,KMeans,0.02,0,KMeans,0.02,1,
370,ec2_disk_write_bytes_c0d644.csv,0.0,Linear,0.5,1,Linear,0.0,0.98,0.2
371,,,,,,,,,
